Key,Value
293964825,Tulaidax
295013403,Rairnur-Plantage
296061982,Schloss M'arhtem
297110561,Alt-Dhightinstatt
298159145,Gasthaus Zum Schmutzigen Hirsch
299207745,Mhar'kern-Gräberfeld
300257333,Malla-Korom
301306886,Friedhof Nhught
302355477,Isfissius
303404055,Dibellas Steter Stern
304452639,Ruinen des Thircrn-Anwesens
305502171,Atrji-Ij
306550760,F'ovon-Gerichtshof
307599364,Jalahao
308647948,Taverne Zu Der Königin Priester
309697493,Dibellas Gesegneter Stern
310746074,Rlirhten-Anwesen
311794654,Dibellas Steter Altar
312843250,Schenke Zu Des Teufels Murmeltier
313892777,Wirtshaus Zu Maulwurf und Schwert
314941360,Tasogu-Korom
315989968,M'alper-Gehöft
317039535,Tuj-Anwesen
318088116,Wirtshaus Zu Der Königin Igel
319136701,Ruinen der Shriv-Blockhütte
320185279,Nebuchelons Grabstätte
321233861,Hütte der Alten Vlaght
322282440,Makuhdata
323331960,Rattedred
324380563,Turm von Thirter
325431134,Festung von Thurnem
326479745,Schloss von Klirchten
327529280,Rhogaaq-Korom
328577870,Wirtshaus Zur Güldnen Katze
329626448,Herberge Zu Fuchs und Bisam
330675026,Kalaan
331725589,Tlornum-Blockhütte
332774175,Gasthaus Zu Fledermaus und Wache
333822763,Wirtshaus Zu Fledermaus und Priester
334871347,Dibellas Klagender Märtyrer
335919929,Tasissijer
336970468,Rlargan-Anwesen
338019051,Nest von Vephang
339067629,F'erhtamhall
340118198,Lajrea
341166782,Zage-Ij
342215372,Sashus-Netz
343263957,Boormt-Anwesen
344313504,Herberge Zu Maus und Skorpion
345362091,Gutshof Glej
346411684,Sekaus
347461232,Pandanis
348509833,Dibellas Feuriger Baum
349561405,Wirtshaus Zu Maus und Katze
315721,Bubehda
1364299,Mauch-Gerichtshof
2413853,Jalosa
3462441,Schloss Dhilpt
4512049,Sede-Korom
5561587,Khir-Anwesen
6611195,M'erinhall
7660754,Kynareths Stiller Erlöser
8710324,Gysyrybu
9759889,Kynareths Furchtsame Dämmerung
10808473,Tsetemikat
11859038,Alt-Gillkistatt
12907620,Caormja-Treffpunkt
13956227,Schloss Grirtin
15007756,Dorcam-Gerichtshof
16056348,Shucten-Turm
17105910,Thethon-Gerichtshof
18154488,Herberge Zum Schmutzigen Drachen
19203098,Alt-Krirdimstatt
20251676,Berarea
21300254,Hügelgrab des Necromimion
22349808,Osascuton
23400362,Slurtten-Obstgarten
24448963,Schloss Vlarun
25498518,Gysuhan
26547100,Slurht-Gerichtshof
27595679,Gasthaus Zum Roten Wolf
28646272,Baighall
29694862,Alter Slolpen-Schuppen
30744409,Gasthaus Zum Roten Greifen
31793012,Rama-Ij
32843560,Kozanset
33892157,Kloththall
34941710,Herrenhaus von Nebuchanon
35990300,Baghakaga
37038887,Most-Blockhütte
38088433,Ruinen des Alte-Fichca-Bauernhofs
39138011,Flastar-Gerichtshof
40186613,Issaqeisa
41236169,Punnuzar
42285754,Wirtshaus Zu Des Königs Priester
43335338,Papotuno
44383917,Alt-Lhortstatt
45435489,Bogudata
46485059,Gasthaus Zu Maulwurf und Gnom
47533647,Alt-Mharminstatt
48585214,B'orhtur-Gräberfeld
49633796,Thacttehall
50684363,Ramakawan
263832,Gasthaus Zur Purpurnen Katze
1313401,Rlecthall
2366999,Javibia
3415577,Turm von Ghorkke
4471139,Taverne Zum Rostroten Vogel
5520678,Lopadai
6570273,Shrald-Gerichtshof
7618875,M'arkam-Anwesen
8668423,Alter Turder-Schuppen
9717019,Nhalden-Anwesen
10765600,Baghiitor
11815161,Ruinen der Feste von Cyarkta
12863745,Ruinen von Alt-Cilp-es Schuppen
13912332,Alte Churdki-Hütte
14961880,Turtke-Grabanlage
16010476,Damohazar
17059081,Doll-Gehöft
18108619,Grirtke-Gerichtshof
19158147,Tulajidax
20206726,Schenke Zu Des Königs Kerker
21255335,Netz von Trogerghu
22303956,Ruinen des C'ushta-Obstgartens
23352535,Rlorht-Anwesen
24402058,Nherch'kernhall
25451599,Julianos' Feuriger Aufstieg
26500212,Bauernhof der Alten Blirmki
27548829,Cairgum-Gräberfeld
28599372,Rhogastabu
29647955,Grabstätte des Verimyth
30696533,Hezthor-Nest
31746056,Turm von Saoll
32794643,Northoth
33843244,Mauge-Anwesen
34891824,Beton
35941444,Divad-Monument
36990026,Julianos' Furchtsamer Erlöser
38039544,Mesumbasia
39088169,Ruinen von Vlerdinhall
40137683,Julianos' Weinendes Omen
41186275,Schenke Zu Ratte und Drachen
42234856,Julianos' Gesegneter Baum
43284439,V'erhtur-Anwesen
44333050,Bark-Gräberfeld
45382566,Gutshof Grarpan
46431196,Naranu
47479783,Friedhof Chushke
48529319,Fharm-Anwesen
49577914,Cellenhall
50626507,Strenners Zuflucht
51675085,Alter Nhuch-Schuppen
52724578,Herberge Zu Fledermaus und Greifen
53773165,Hiiplex
54821779,Jhim Seis Schrein
55871334,Schenke Zum Rastlosen Dolch
56919913,Klulpunpfalz
57968501,Durchems Wacht
59017086,Bus-Anwesen
60065664,Schuppen der Alten Saojfa
61114243,Taverne Zum Dürstenden Gauner
62162824,Sholl'kern-Gehöft
63211402,Turm von Cyoll
64259998,Schrein von Vigryl
65309493,Djenstätte
66358114,Julianos' Ewiges Licht
67406713,Rameralah
68455294,Ruinen des Glild-Anwesens
69504793,Cudoaweyn
70553400,Cudotu-Thar
71601996,Dispater-Höhle
72650577,Cudahasa
73699181,Dajan-Gräberfeld
74748670,Festung von Caofyl
75797276,Rhogocco-Korom
76845864,Feste von Kejten
77894446,Wirtshaus Zu Zwerg und Fee
78943024,Begem-Gefängnis
79991602,Kalelius
81040183,Herberge Zum Güldnen Drachen
82088768,Taverne Zu Des Teufels Katze
83137358,Grabstätten von Raact
84186864,Gasthaus Zu Des Königs Schloss
85235523,Homunilonivah-Grotte
86285006,Moroccoa
87333585,Moradza
88382172,Ruinen des Burk-Anwesens
89430751,Wirtshaus Zu Biber und Wache
90479368,Chuld-Steinbruch
91527974,Cerajrea
92577460,Friedhof Sushte
93626098,Tasehkat
94674679,Satakalaam
95723272,Suthar-Laboratorium
96771859,Pireg
97821348,Djen-Einkehr
98869944,Krorg-Gerichtshof
99918557,Alte Foch-si-Hütte
100967161,Morkasuna-Grotte
102016646,Pheonirila
103065225,Isfe-Korom
104113813,Zitadelle von Retham
105162414,Schenke Zu Der Königin Greifen
106211010,Isfyryus
107260550,Alt-Shrechtistatt
108309128,M'erhtim-Anwesen
109357768,Zenakaara
110407274,Laj-Anwesen
111455862,Schenke Zum Fliegenden Barbaren
112504462,Maegem-Gehöft
113553044,Caachamturm
114601628,Alt-Cyuchkestatt
115650214,Ruinen des Turms von M'ofylom
116698803,Taverne Zu Luchs und Schwert
117748326,Lijer
118797867,Appunnusia
119846450,Julianos' Selige Dämmerung
120895028,Schenke Zum Fliegenden Kitz
121943623,Vogun-Blockhütte
122992201,Wirtshaus Zu Luchs und Greifen
124040784,Apperano
125089381,Gasthaus Zum Weißen Dschinn
126137959,Syrunnuweyn
127186567,Syrascu-Thar
128236049,Krypten von Surcar
129284629,Schrein von Q'Olwen
130333237,Zitadelle von T'illke
131381828,Morissibia
132430417,Damibuga
133479000,Damissila
134527585,Schutzort von Phen
135577140,Thirkur-Anwesen
136625719,Tulaascunis
137675238,Schenke Zum Grünen Barbaren
138723865,Julianos' Stetes Licht
139772466,Khurkon-Gräberfeld
140821049,Friedhof Caernar
141870533,Hütte der Alten Lallan
142920138,Alt-Tlurhtstatt
143968716,Raustin-Blockhütte
145017294,Julianos' Blutender Seher
146065885,Julianos' Weinende Wiedergeburt
147114492,Javoniplex
148164001,Hals Taverne
149212590,Krurch-Gehöft
150261230,Aguhzar
151309812,Taverne Zum Dürstenden Dolch
152359310,Rhogadrana
153407905,Rleshke-Stollen
154456504,Rhogaj-Hassi
155505084,Kaladdax
156554628,Drurock-Netz
157603241,Wirtshaus Zum Grünen Dolch
158651819,Liga
159701349,Rhij-Anwesen
160750933,Baghenaria
161800498,Chalpars Feste
162849077,Zitadelle von Rhoct
316780,Blilpta-Gehöft
1366353,Schlupfwinkel des Baroghan
2414990,Turm von M'ircir
3463579,Fozan-Blockhütte
4512163,Schrein von Jone
5560741,Fherc-Gehöft
6609320,Kieran-Theater
7658801,Wirtshaus Zum Grünen Schädel
8707382,Karcen-Anwesen
9755963,Gasthaus Zu Fledermaus und Hund
10804586,Gasthaus Zum Grünen Oger
11854122,Gasthaus Zum Silbernen Murmeltier
12902701,Rurthall
13951303,V'arg-Gehöft
14999888,Turm von Nhorc
16048472,Lheghtirhall
17097056,Turm von Ghirtt
18145644,Ruinen des Klujte-Anwesens
19194234,Zenithars Fröhliches Licht
20243703,Gasthaus Zum Rostroten Priester
21292293,Feste von V'orer
22340950,Pythyryisa
23390436,Schenke Zu Löwen und Greifen
24439033,Taverne Zu Des Teufels Helm
25487628,Gutshof Bauld
26536206,Anrog
27584784,Damuthuplex
28633380,Ruinen des Grill-Anwesens
29681964,Zenithars Singende Wiedergeburt
30730543,Zenithars Sanftes Orakel
31779132,Narenajer
32827717,Narakaton
33877175,Schloss Gurgem
34925762,Wirtshaus Zum Dürstenden Krug
35974352,Gathrn-Akademie
37022938,Tulaaaqreg
38071518,Zenithars Seliges Götterbild
39120099,Lhorder-Gehöft
40168734,Ruinen von Schloss Stullten
41218236,Alte Rhes-i-Hütte
42266849,Zenithars Klagender Baum
43315439,Taverne Zu Des Königs Oger
44364026,Mill-Obstgarten
45412610,Altar von I'ric
46461211,Hodax
47509790,Gewölbe des Lithoghar
48559238,Taverne Zum Roten Priester
49607816,Taverne Zur Dürstenden Ziege
50656408,Herberge Zum Schwarzen Krug
51704994,Umbunnuweyn
52753581,Schloss Slerp
53802160,Blirchrn-Anwesen
54850744,Faaske-Anwesen
55899323,Cyaj-Plantage
56947906,Umbi-Thar
57996497,Zeniisa
59045103,Zenithars Stilles Orakel
60093683,D'irch-Gehöft
61142280,V'ashem-Gehöft
62191774,Papibu-Korom
63240357,Javopaus
64288962,Ruinen des Vloshten-Gehöfts
65337543,Schloss Sterce
66386123,Ruinen des Alte-Gertsa-Bauernhofs
67434709,Javallanis
68483299,Herberge Zu Feder und Priester
69532770,Mareusuna-Kaverne
70581362,Cudunnuria
71629942,Maarc-Gehöft
72678520,Gasthaus Zu Des Teufels Oger
73727128,Noctem-Obstgarten
74775737,Gasthaus Zu Unke und Goblin
75824329,Herberge Zu Biber und Dolch
76872920,Bauernhof der Alten Vughtka
77922371,Alt-Suctinstatt
78970958,Gasthaus Zum Weißen Vogel
80019540,Ruinen der Krarc-Blockhütte
81068130,Herberge Zum Weißen Greifen
82116717,Gorcrnhall
83165295,Schenke Zu Schwein und Fee
84213911,Tlurk-Gehöft
85262491,Herberge Zu Ratte und Wache
86311069,Herberge Zu Der Königin Wache
87359651,D'or-Gehöft
88408235,Zagibutor
89456813,Nharn'kernhall
90505391,Blorke-Plantage
91553978,Shurn-Anwesen
92603443,Wirtshaus Zum Weißen Dolch
93652030,Mairdtas Wacht
94700609,Zenithars Steter Erlöser
95749187,Nirdar-Anwesen
96797766,Vereneonhall
97846393,Wirtshaus Zu Schwein und Skorpion
98894984,Vermthor
99943592,Bohabu
100993042,Jubululessa-Münster
102041632,Gasthaus Zu Maulwurf und Schädel
103090210,Slildemturm
104138804,Gasthaus Zu Knappen und Stachelschwein
105187388,Ruinen des Krerc-Gehöfts
106235969,Netz von Vojlath
107284573,Hezghu
108333159,Bauernhof der Alten Flellfa
109381746,Alte Maevka-Hütte
110430333,Ruinen von Alt-Caarchjas Hütte
111478950,Osoazar
112527530,Syroni-Ij
113576110,Gasthaus Zum Kreischenden Riesen
114625562,Morahada
115674167,Zenithars Furchtsames Götterbild
116722791,Dherpkes Verlies
117771371,Herberge Zum Purpurnen Wolf
118820845,Taverne Zu Luchs und Dschinn
119869433,Schuppen der Alten M'arch-si
120918020,Zenithars Weinender Märtyrer
121966604,Zitadelle von M'osom
123015216,Akhoguno
124063799,Rhurm-Obstgarten
125112377,Akhoniweyn
126160965,Rars Feste
127209543,Herberge Zu Maulwurf und Dschinn
128258122,Schloss Lizin
129306718,Tulaad-Thar
130355296,Tasonisa
131403875,Nhuv-Obstgarten
132452454,Taverne Zu Des Königs Grube
133501047,Rhachon-Anwesen
134549625,Pinret
135598205,Fastim-Blockhütte
136647642,Faarmten-Anwesen
137696221,Klortim-Krypten
138744814,Narogunis
139793392,Gräber von Sauct
140841970,Narehdai
141890550,Zenithars Fröhlicher Märtyrer
142939129,Mathim-Turm
143987715,Altar für I'ric
145036329,Mogubi
146084919,Burg von Shuct
147133543,Zenithars Gesegneter Märtyrer
148182128,Gluj-Anwesen
149230725,Caurmpfalz
150279304,Balilasivah-Pfarrei
151328681,Schrein von Jode
152377259,Sheshes Wacht
153425843,Blisim-Akademie
154474424,Schrein von Dugrod
155523024,Raoj-Gerichtshof
156571624,Schrein von Mai
157620213,Tsetadara
158668820,Tsetunu
159717416,Papadata
160766001,Pheonutor
161814579,Isfastania
162863159,Taverne Zur Heulenden Katze
163911748,T'ildom-Gräberfeld
164960326,Isfoa
166008916,Vichpfalz
167057500,D'ishkehall
168106089,Bojta-Anwesen
169154667,Turm von Mern
170204117,Alter Maeghtom-Schuppen
171252697,Ruinen von Alt-Mhoj-is Schuppen
172301275,Cyij-Anwesen
173349860,Schloss Shrertke
174398469,Rigthall
175447092,Vilp-Gehöft
176495672,Rloghtir-Anwesen
177544255,Ruinen von Schloss Khell
178592841,F'ejanpfalz
179641422,Wirtshaus Zur Güldnen Grube
180690005,Fraternität von Dispebranxena
181739387,Gasthaus Zum Schmutzigen Drachen
182787972,Gasthaus Zu Fuchs und Schädel
183836556,Gutshof Blethrn
184885157,Rollar-Gräberfeld
185933741,Ruinen der Mhirch-Blockhütte
186982324,Festung von Stiv
188030919,Feste von Rlushon
189079497,Klegen-Gehöft
190128083,Ruinen der Tiston-Blockhütte
191176670,Gutshof Beghtte
192225248,Khajenao
193273826,Ruinen des Caildar-Gehöfts
194322404,Mhig'kernturm
195370982,Schrein von Bandi
196419563,Gleth-Gehöft
197468149,Krirps Wacht
198516727,Wirtshaus Zum Lachenden Oger
199565307,Amboss von Ebenarm
200613924,Khajastareg
201662522,Wirtshaus Zum Rostroten Schädel
202711911,Taverne Zu Fledermaus und Gauner
203760494,Caghtrn-Anwesen
204809072,T'ardanpfalz
205857662,Schenke Zur Glücklichen Ziege
206906256,Zenithars Ewige Dämmerung
207954834,Rhurpon-Obstgarten
209003426,Zitadelle von Tlellum
210052005,Faght-Anwesen
211100635,Ruinen des V'uch-Gehöfts
212149217,Zusammenkunft der Krefylta
213197798,Jalumba-Hassi
214246423,Herberge Zum Güldnen Hirsch
215295006,Morgon-Netz
216343588,Hütte der Alten Ghughtar
217392972,Burg von Charchan
218441563,Taverne Zum Glücklosen Dachs
219490146,Zenithars Singender Märtyrer
220538769,Cudiridax
221587357,Ruinen von Alt-Tleldtas Schuppen
222635936,Zitadelle von Flajum
223684515,Glosunhall
224733099,Lemisia
225781679,Schenke Zum Toten Dolch
226830264,Zenithars Singender Baum
227878843,Burg von Grer
228927424,Lyryno
229976012,Nest von Yagdon
231024617,Schloss F'ughtom
232073196,Zagandaweyn
233121774,Ruinen der V'ustte-Plantage
234170352,I'ric-Altar
235218938,Zagyry-Thar
236268337,Ruinen des Tlornten-Gehöfts
237316919,Friedhof Maurhtum
238365498,Grurch-Gehöft
239414112,Baghila
240462691,Rhanaka-Korom
241511270,Rhistke-Gehöft
242559869,Wirtshaus Zu Des Teufels Schwert
243608507,Schutzort von Phen
244657120,Taverne Zur Glücklosen Wache
245705703,Mald-Gewölbe
246754293,Berbean
247803676,Tlerd'kern-Plantage
248852261,Zenithars Feuriger Seher
249900852,Ruinen der V'arc-Plantage
250949441,Syroara
251998019,Ruinen von D'urds Feste
253046612,Schenke Zur Glücklichen Grube
254095200,Blefyl-Anwesen
255143786,Schenke Zum Tänzelnden Skorpion
256192394,Zitadelle von Slact
257240992,Zenithars Ewige Seele
258289574,Azraus' Netz
259338186,Shuthem-Grube
260386771,Moropanu
261435349,Herberge Zum Wilden Murmeltier
262484745,Makiburea
263533351,Akhabu
264581942,Wirtshaus Zu Knappen und Krug
265630532,Vlerch-Gräberfeld
266679157,Tulaibuplex
267727736,Zenithars Singendes Licht
268776315,Herberge Zum Roten Priester
269824922,Ruinen des Des'kern-Anwesens
270873501,Merconpfalz
271922121,Taverne Zu Biber und Hund
272971493,Gasthaus Zu Der Königin Barbaren
274020074,Gutshof Ghest
275068653,Hera-Ij
276117244,Zenithars Endloser Aufstieg
277165828,Herberge Zu Des Königs Schädel
278214406,Wirtshaus Zum Glücklichen Gauner
279262984,Schenke Zum Rastlosen Igel
280311578,Maestur-Gehöft
281360160,Gysunnuo
282408743,Alte Cyuzka-Hütte
283457322,Alte T'archta-Hütte
284505906,Schenke Zum Rastlosen Oger
285554502,Vafylam-Gerichtshof
286603126,Grab des Necromoghezzar
287651719,Ruinen des Blurcar-Anwesens
288700299,Wirtshaus Zu Maus und Oger
289748886,Boulpemhall
290797468,Sharcer-Anwesen
291846048,Bauernhof der Alten Cafyli
292894635,Ruinen von Schloss Krard
293943213,Mogascureg
294992599,Ruinen von Dherchanhall
296041177,Gasthaus Zu Feder und Gauner
297089767,Zuflucht von Phen
298138390,Umbissirana
299186982,M'urnur-Anwesen
300235560,Tlozun-Anwesen
301284161,Rorpfalz
302332815,Moa-Gora
303381401,Wadijissidax
304430778,Krurk-Laboratorium
305479368,Papahalah
306527948,Javoha-Thar
307576557,Isfillisa
308625141,Ghircum-Blockhütte
309673755,Gasthaus Zu Zwerg und Riesen
310722348,Zenithars Fröhliche Seele
311770935,Ruinen der Kharter-Blockhütte
312819525,Zenithars Gesegneter Erlöser
313868147,Ruinen des Khird-Gehöfts
314916731,Taverne Zu Knappen und Gnom
315966112,V'orgom-Anwesen
317014695,Yagloth-Nest
318063273,Taverne Zum Kreischenden Gauner
319111880,Friedhof Kloctem
320160464,Mhirkum-Blockhütte
321209048,Schrein von Vigryl
322257626,Cairghall
323306208,Agoccoga
324354786,Dorhtanhall
325403365,Elelila
326451949,Serkur-Gehöft
327500544,Ebenarms Amboss
328549128,Gutshof Flirgen
329597719,Blirhall
330646297,Shrorhtem-Gehöft
331694906,Eloni-Korom
332743495,Schenke Zum Schwarzen Stachelschwein
333792075,Ruinen von Alt-Tlivcas Schuppen
334840653,Vermgoths Netz
335889247,Gasthaus Zum Silbernen Oger
336938677,Zitadelle von T'irge
337987260,Rhogjibi
339035838,B'irter-Obstgarten
340084421,Rhogilli-Kom
341133025,Khajilaara
342181604,Bauernhof der Alten Therg-e
343230219,Yaggon
344278863,Hütte der Alten Krerht
345328240,Herberge Zu Des Königs Wolf
346376822,Herberge Zum Wilden Wolf
347425402,Burg von Nhathke
348473986,I'rics Altar
349522566,Tarpam-Obstgarten
350571161,Alt-Nhachunstatt
351619765,Zufluchtsort von Phen
352668348,Schenke Zur Wilden Wache
353716945,Mejimturm
354765551,Reliquiar von Raen
355814168,Atroccodisu
356862756,Alte Stach-si-Hütte
357911334,Alte Maarhtfa-Hütte
358959920,Gard-Anwesen
360008505,Zenithars Blutender Baum
361057875,Wirtshaus Zu Löwen und Jägersmann
362106460,Sedinbu
363155081,Thuch-Gehöft
364203659,Dusrn-Blockhütte
365252237,Rhirhtim-Gräberfeld
366300819,Turm von Baigt
367349397,Lhallur-Anwesen
368398004,Alte Flolpta-Hütte
369446589,Zenithars Feuriger Baum
370495176,Sedoplex
371543772,Schenke Zum Güldnen Bisam
372592354,Shechunturm
373640966,Mesuhjet
374689557,Bauernhof der Alten Klalpka
375738950,Schloss Sesir
376787533,Ruinen des Alte-Cothba-Bauernhofs
377836112,Baghi-Ij
378884703,Rhanajo
379933283,Gutshof Cojem
380981905,Festung von Nashen
382030485,Nhogke-Anwesen
383079063,Ruinen der Follon-Plantage
384127648,Wirtshaus Zum Kreischenden Schädel
385176245,Krishar-Anwesen
386224832,Foj-Gehöft
387273416,Rhanereg
388322008,Gasthaus Zum Schmutzigen Kitz
389370586,Gasthaus Zum Schwarzen Barbaren
390419168,Appuda
391467771,Schenke Zu Des Königs Hund
392516358,Gasthaus Zum Lachenden Priester
393564938,Chost-Gehöft
394614323,Schenke Zu Der Königin Hund
395662914,F'igem-Blockhütte
396711518,Pythosia
397760098,Shoghthall
398808680,Druigoths Netz
399857261,Feste von Fluldta
400905839,Zenithars Blutendes Licht
401954427,Rarpen-Turm
403003009,Schrein für Jone
404051588,Morkiler-Presbyterat
405100195,Gefängnis des Fhochen
406148781,Pythettuno
407197391,Flectin-Anwesen
408245970,Gysilah
409294548,Gizimpfalz
410343131,Wirtshaus Zu Des Teufels Skorpion
411391721,Ruinen des Boestt-Gerichtshofs
412440304,Raefylt-Obstgarten
413489672,Rleshans Feste
414538255,Schloss Vlag
415586833,Turm von Cairchten
416635429,Taverne Zum Wilden Dolch
417684015,Reliquiar von Sai
418732605,Maactpfalz
419781185,Raen-Reliquiar
420829839,Vojvor-Netz
421878418,Tseta-Korom
422927001,Zenithars Fröhliches Orakel
423975583,Khists Wacht
425024171,Ruinen des alten Shrircin-Schuppens
426072750,Tulaenaan
427121332,Ruinen von Alt-T'ermonstatt
428169918,Pheonastanis
429218497,Zenithars Heiliger Aufstieg
430267092,Gutshof Celd
431316469,Taverne Zum Silbernen Bisam
432365060,Ghalden-Gehöft
433413661,Alter Derkom-Schuppen
434462334,Vlerppfalz
435510917,Ruinen der alten Vlaghtum-Hütte
436559505,Taverne Zum Silbernen Hirsch
437608094,Alt-Flard-istatt
438656675,Anteleminu
439705263,Schloss Rlirchem
440754648,Papibu
441803237,V'urke-Gehöft
442851833,Schloss Mairg
443900431,Sernar-Laboratorium
444949018,Wirtshaus Zu Feder und Jägersmann
445997603,Taverne Zum Lachenden Schwert
447046190,Targan-Gerichtshof
448094769,Alter Caos-Schuppen
449143347,Schloss Cyazam
450191925,Javakaplex
451240524,Krullhall
452289117,Javejet
453337712,Atraaqza
454386290,Gasthaus Zum Weißen Kerker
455434879,Agazar
456483459,T'oven-Gräberfeld
457532048,Gasthaus Zu Knappen und Kerker
458580637,Turm von Klirchar
459629215,Cudu-Ij
460677795,Herberge Zu Schwein und Murmeltier
461726373,Schrein für Mai
462774952,Friedhof Mufylan
463824322,Alter Mhollam-Schuppen
464872911,Tovun-Gehöft
465921491,Rhogunnu-Gora
466970097,Kalidax
468018677,Altar von I'ric-Anhängern
469067260,Zenithars Stiller Seher
470115860,Soll'kern-Anwesen
471164487,Lovtenpfalz
472213076,Kaliisia
473261662,Beno
474310249,Ruinen der Zitadelle von Flelpan
475358835,Gasthaus Zu Des Teufels Helm
476407426,Versammlung der Muzki
477456804,Ruinen der Feste von Best
478505383,Zenithars Feuriges Relikt
479553972,Osoturet
480602562,V'orner-Turm
481651155,Ruinen des Nogem-Gerichtshofs
482699734,Osallaja
483748321,Syrotula
484796904,Gutshof Thirchrn
485845495,Taverne Zu Fledermaus und Wolf
486894119,Sedera-Korom
487942699,Morohaan
488991285,Zenithars Klagender Stern
490039873,Gasthaus Zum Weißen Murmeltier
491088456,Raens Reliquiar
492137037,Schenke Zum Heulenden Gauner
493185634,Ruinen der alten Chighten-Hütte
494234212,Morascubia
495282792,Chermt-Obstgarten
496331373,Cerelidai
497379955,Sekgod
498429330,Issaqoa-Kom
499477919,Ruinen des Gluch-Gehöfts
500526529,Rhanissiara
501575107,Ruinen der Feste von Stast'kern
502623699,Wirtshaus Zum Güldnen Hund
503672307,Nhirmumpfalz
504720900,Zenithars Furchtsamer Erlöser
505769496,Alt-Dalparstatt
506818094,Vlechinhall
507866692,Sefylan-Gerichtshof
508915289,Ruinen des Boijim-Anwesens
509964659,Flulpt-Anwesen
511013253,Schrein des Asmas
512061837,Gashirhall
513110417,Caajer-Gerichtshof
514159008,Pythoccowan
515207591,Cyeths Feste
516256178,Gyselibu
517304760,Gasthaus Zum Weißen Schädel
518353346,Gysoniplex
519401958,Schenke Zu Löwen und Skorpion
520450555,Blarnim-Plantage
521499148,Naroajet
522547731,Schloss Lhorkta
523596312,Grurctpfalz
524644891,Taverne Zu Maulwurf und Schloss
525693473,Narjiza
526742052,Minzar
527790630,Bagen-Gerichtshof
528839224,Bauranturm
529887818,Morc-Anwesen
530937182,Papehzar
531985783,Sloshrn-Plantage
533034366,Hütte der Alten Maorkke
534082963,Ruinen der alten Slectom-Hütte
535131542,Pheonogu-Ij
536180132,Raughtte-Gräberfeld
537228719,Chught'kern-Gehöft
538277305,Vosh-Anwesen
539325888,Nijems Feste
540374466,Herberge Zu Des Königs Oger
541423051,Feste von Slernem
542471635,Burg von Gharker
543520275,Alt-Shught-estatt
544568859,Isfeho
545617438,T'orkun-Anwesen
546666024,Faireturm
547714602,Korgum-Anwesen
548763180,Schloss Lheghtrn
549811758,Isfadreg
550861132,Herberge Zum Silbernen Helm
551909720,Blortar-Anwesen
552958299,Dofyle-Turm
554006892,Wirtshaus Zum Schwarzen Gauner
555055493,Ruinen von Kirhtehall
556104071,Antelinrana
557152703,Turm von Slichum
558201285,Herberge Zum Toten Dolch
559249870,Elu-Gora
560298448,Umbindax
561347033,Festung von Rlurpin
562395616,Bariviushall
563444198,Ruinen des alten Blufylrn-Schuppens
564492780,Glortpfalz
565542201,Festung von Verpe
566590781,Rameh-Thar
567639369,Khajisa
568687963,Ruinen des Stoshe-Anwesens
569736546,Sleth'kern-Gehöft
570785140,Khajajret
571833724,Wirtshaus Zu Maus und Igel
572882311,Atreja
573930909,D'ost-Gräberfeld
574979490,Ruinen des Fhergke-Anwesens
576028073,Wirtshaus Zum Weißen Wolf
577076667,Schenke Zum Dürstenden Gauner
578125271,Bauernhof der Alten Kherd-i
579173872,F'ildpfalz
580223255,Zitadelle von Glarhtke
581271837,Zenithars Weinender Seher
582320431,Lodai
583369031,Taverne Zum Schwarzen Bisam
584417618,T'ermamhall
585466220,Monument des Weisen
586514819,Kerp-Gehöft
587563411,Zenithars Ewige Wiedergeburt
588611997,V'asim-Gutshof
589660589,Zitadelle von Vurhtam
590709185,Festung von Fhurkten
591757764,Bauernhof der Alten Shallki
592806349,Shuj-Turm
593854940,Zagettubi
594904329,Gralpke-Gehöft
595952915,Raarchta-Anwesen
597001505,Meseminu
598050111,Kaliridata
599098700,Alt-Bust-sistatt
600147293,Wirtshaus Zum Glücklosen Humpen
601195879,Malpem-Plantage
602244493,Faarch-Anwesen
603293075,Wirtshaus Zum Dürstenden Priester
604341662,Baghandadisu
605390258,Baghyrynia
606438841,Druthoth
607488246,Osenabu
608536852,Ruinen des Kraj-Anwesens
609585431,Wirtshaus Zum Fliegenden Stachelschwein
610634009,Syrakaplex
611682603,Schenke Zum Glücklosen Drachen
612731182,Ruinen von Baertomhall
613779772,Turm von Khothem
614828361,Trogeten
615876939,Viz-Grube
616925521,Zenithars Furchtsamer Baum
617974099,Syrumbajet
619022680,Ruinen des Corcir-Gehöfts
620071258,Moraaqza
621119837,Alt-Blogstatt
622168416,Zenithars Innerer Baum
623217004,Schrein für Jode
624265583,T'usher-Gehöft
625314161,Moremizar
626362743,Ruinen von Alt-Gort-istatt
627411328,Damaaq-Ij
628459921,V'oz-Gehöft
629508501,Kerker des Vlorpten
630557095,Boushan-Obstgarten
631605687,Damandao
632655057,Schrein von Q'Olwen
633703638,Peno
634752230,Fhircin-Gehöft
635800808,Zenithars Blutender Prophet
636849389,Paaqlah
637897968,Versteck von Yeker
638946565,Feshems Wacht
639995146,Zenithars Selige Wiedergeburt
641043725,Schloss Soctten
642092342,He-Thar
643140943,Hals Taverne
644189539,Dhirkes Wacht
645238128,Maeztenhall
646286707,Skogons Nest
647335286,Festung von Shircon
648383883,Herberge Zu Knappen und Hirsch
