Key,Value
8390,"Der Kindertag in Betonien ist ein festlicher[/center]
Anlass mit makaberem Hintergrund. Auch wenn[/center]
es sich nur wenige ins Gedächtnis zurückrufen,[/center]
begann der Kindertag als Andacht für die dutzenden[/center]
Kinder Betoniens, die eines Nachts von Vampiren aus[/center]
ihren Heimen geraubt wurden, um danach niemals[/center]
wieder gesehen zu werden. Dies geschah vor über[/center]
einem Jahrhundert, seither ist der Tag zu einer[/center]
Feier der Jugend geworden.[/center]
[/end]"
8391,"Die Bewohner der Alik'r-Wüste begehen am 5. Eisherbst[/center]
den Dirij Tereur. Es ist ein heiliger Tag zu Ehren[/center]
von Frandar Hund, dem traditionellen geistlichen[/center]
Anführer der Rothwardonen, der sie in der Ersten[/center]
Ära nach Hammerfall führte. Es werden Auszüge aus[/center]
Hunds Buch der Kreise gelesen und die Tempel der[/center]
Region sind bis auf den letzten Platz besetzt.[/center]
[/end]"
8392,"Heute ist der 13. Eisherbst, in ganz Tamriel als Hexenfest[/center]
bekannt, wenn die Kräfte von Hexerei und Religion[/center]
aufeinanderprallen. Die Magiergilde zieht die meisten[/center]
heute getätigten Geschäfte auf sich, da Waffen und[/center]
Gegenstände umsonst auf mystisches Potential geprüft[/center]
und Zaubersprüche für die Hälfte des üblichen Preises[/center]
angeboten werden. Dämonologen, Beschwörer, Lamien,[/center]
Hexer und Thaumaturgen versammeln sich in der Wildnis[/center]
außerhalb von %cn und die Kreaturen, die dort erschaffen[/center]
oder heraufbeschworen werden, können Tamriel noch für[/center]
Äonen heimsuchen. Die meisten klugen Menschen[/center]
verzichten darauf, in dieser Nacht umherzuwandern.[/center]
[/end]"
8393,"Am 23. Eisherbst im Jahre 121 der Dritten Ära[/center]
fand Kaiserin Kintyra Septim II. in den[/center]
kaiserlichen Kerkern zu Felsschlucht auf[/center]
Befehl ihres Vetters und Usurpators Uriel III.[/center]
den Tod. In Felsschlucht erinnert man sich[/center]
ihres Todestages als Zerbrochene Diamanten.[/center]
Es ist ein Tag leiser Gebete um Weisheit und[/center]
Wohlwollen der Kaiserfamilie von Tamriel.[/center]
[/end]"
8394,"Einst war der 30. Eisherbst, des Kaisers Geburtstag,[/center]
der beliebteste Feiertag des Jahres. Riesige wandernde[/center]
Jahrmärkte unterhielten die Massen, während sich der[/center]
Adel von %cn bei der jährlichen Goblinjagd zu Pferde[/center]
amüsierte. In jüngster Zeit wurden diese Traditionen[/center]
allerdings vernachlässigt. Es ist Jahrzehnte her,[/center]
dass in %cn ein größerer Jahrmarkt stattfand und noch[/center]
länger, dass ein Herrscher der %ct eine Goblinjagd[/center]
veranstaltete.[/center]
[/end]"
8395,"Vielleicht oder vielleicht auch nicht hat der[/center]
Schlangentanz in Satakalaam einmal als ernsthafter[/center]
religiöser Feiertag zu Ehren eines Schlangengottes[/center]
begonnen, aber heutzutage ist er Anlass für ein[/center]
riesiges Straßenfest.[/center]
[/end]"
8396,"Am 8. Abenddämmerung halten die Bretonen des[/center]
Glenumbramoors das Mondfest ab. Es ist ein[/center]
fröhlicher Feiertag zu Ehren Secundas, der[/center]
Göttin des Mondes. Obwohl die Göttin nicht[/center]
aktiv verehrt wird, hat die traditionelle[/center]
Festlichkeit durch die Zeitalter als Anlass[/center]
für Prasserei und Fröhlichkeit überdauert.[/center]
[/end] "
8397,"Hel Anseilak, was im Altrothwardonischen ""Gemeinschaft[/center]
mit den Schwertheiligen"" bedeutet, wird von den[/center]
Bewohnern Pothagos so ernsthaft wie kein anderer[/center]
ihrer heiligen Tage gefeiert. Kein moderner[/center]
Rothwardone praktiziert noch den uralten Weg des[/center]
Hel Ansei, aber an diesem Tag ehrt und erinnert[/center]
man sich an sein reiches Erbe.[/center]
[/end]"
8398,"Heute, am 20. Abenddämmerung, findet in[/center]
%cn das Kriegerfest statt.[/center]
So gut wie alle Krieger, Magierkrieger und[/center]
Schurken im Ort besuchen die Ausrüstungsläden[/center]
und Schmieden, wo sämtliche Waffen zum halben[/center]
Preis angeboten werden. Unglücklicherweise[/center]
verleitet der niedrige Preis auch so manchen[/center]
ungeübten Jungen dazu, sein erstes Schwert zu[/center]
kaufen und in den sonst so ruhigen Gassen von[/center]
%cn hallt der Lärm von Amateurduellen wider.[/center]
Früher ließ der Herrscher den Großteil dieser[/center]
Raufbolde davonkommen, hat aber angekündigt,[/center]
dieses Jahr weniger Nachsicht zu zeigen.[/center]
[/end]"
8399,"Heute ist der 15. Abendstern, ein Feiertag, der[/center]
von den Tempeln ehrfürchtig als Nordwindsgebet[/center]
begangen wird. Es ist eine Danksagung an die[/center]
Götter für eine gute Ernte und einen milden[/center]
Winter. In manchen Jahren wie auch diesem ließ[/center]
die Ernte zu wünschen übrig und der Winter in[/center]
%cn war ungewöhnlich streng, aber wie der[/center]
Regent zu sagen pflegt: ""Es könnte um einiges[/center]
schlimmer sein."" Die Tempel bieten ihre[/center]
sämtlichen Dienste, Segen und Heilungen für die[/center]
Hälfte der gewöhnlich verlangten Spende an.[/center]
[/end]"
8400,"Baranth Do wird am 18. Abendstern von den Rothwardonen[/center]
der Alik’r-Wüste gefeiert. Seine Bedeutung ist[/center]
""Abschied von der Letzjahrsbestie"". Festumzüge mit[/center]
dämonisierten Darstellungen des alten Jahres sind[/center]
beliebt, und zu Ehren des neuen Jahres ergeht man[/center]
sich überall in ausgelassenen Lustbarkeiten.[/center]
[/end]"
8401,"Chil'a, die Segnung des neuen Jahres in der Baronie[/center]
Kairou, ist sowohl heiliger Tag als auch Festtag.[/center]
Der Erzpriester und die Baronin segnen in einer[/center]
feierlichen Zeremonie die Asche des alten Jahres,[/center]
danach beschließen Straßenparaden, Bälle und[/center]
Turniere das Ereignis.[/center]
[/end]"
8402,"Das Neujahrsfest beginnt in Wegesruh mit Saturalia,[/center]
traditionellerweise am 25. Abendstern, schon ein[/center]
paar Tage zu früh. Ursprünglich ein Feiertag für[/center]
einen längst vergessenen Gott der Ausschweifung,[/center]
ist es zu einem Anlass des Beschenkens, der[/center]
Feiern und der Paraden geworden. Auch Besucher[/center]
werden ermutigt, daran teilzunehmen.[/center]
[/end]"
8403,"Am letzten Tag des Jahres begeht das Kaiserreich[/center]
das Altjahrsfest. Viele besuchen die Tempel, um[/center]
über ihre Vergangenheit zu reflektieren. Manche[/center]
kommen wegen mehr, denn Gerüchten zufolge führen[/center]
die Priester als letzte Tat des Jahres Wiederbelebungen[/center]
von geliebten Freunden und Familienmitgliedern durch,[/center]
ohne dafür die übliche Gebühr zu verlangen.[/center]
Die Gläubigen wissen es besser, als mit dieser[/center]
Philanthropie zu rechnen, aber das hindert sie nicht[/center]
daran, in makaberer Prozession mit den kürzlich[/center]
Verstorbenen anzureisen.[/center]
[/end]"
8525,"wenn das Bier in den Tavernen aller Städte Tamriels umsonst fließt.[/record]
die größte Feier des Jahres![/record]
eine einzige betrunkene Orgie, die ich wirklich nicht gutheißen kann.[/record]
wenn jeder den Verstand verliert, weil die Getränke umsonst sind.[/record]
wenn die Getränke umsonst sind und es jeden auf die Straße zieht.[/end]"
8526,"wenn der Tempel manchmal umsonst Heilungen durchführt.[/record]
die Zeit, wenn jeder für eine gute Pflanzsaison betet.[/record]
hier in %cn ein wichtiger religiöser Feiertag.[/record]
wenn ich dieses Geschwür an meinem Fuß vielleicht sogar umsonst geheilt bekomme![/record]
wird drüben im Tempel abgehalten, wo die Geistlichen die Kranken manchmal sogar umsonst heilen.[/end]
"
8527,"wenn Tavernenzimmer in ganz Tamriel für eine Nacht umsonst sind.[/record]
wenn meine Familie zusammenkommt, um 'Die Legende der Liebenden' zu singen.[/record]
eine gute Gelegenheit, sich im %nt umsonst ein Zimmer zu nehmen![/record]
wenn die Zimmer in jedem Gasthaus zu Ehren von Polydor und Eloisa umsonst sind.[/record]
die Feier zu Ehren der Liebenden, Polydor und Eloisa.[/end]"
8528,"wenn ich von meiner ... galanten Krankheit vielleicht umsonst geheilt werde.[/record]
der Feiertag, an dem Nachbarschaftsstreitigkeiten gelöst werden. In der Theorie, versteht sich.[/record]
eine gute Gelegenheit, den Tempel zu besuchen. Sie heilen dann die Leute umsonst von allerlei Krankheiten.[/record]
die erste von zwei Gelegenheiten, bei der die Tempelgeistlichen keine Spende für Eure Heilung fordern.[/record]
wenn jedermann Entschlüsse fasst, die er nie einzuhalten gedenkt.[/end]"
8529,"wenn Ihr wirklich vor Taschendieben auf der Hut sein müsst.[/record]
die beste Zeit in %cn, wenn Ihr ein Dieb seid.[/record]
für meine Gewohnheit ein klein wenig zu viel Lustbarkeit.[/record]
wenn jeder ein Narr und ein Dieb ist.[/record]
meiner Meinung nach ist dieser Festtag vulgärer als man glauben könnte.[/end]"
8530,"wenn sich jeder erkrankte %ra in %cn wegen einer kostenlosen Heilung zum Tempel aufmacht.[/record]
eine gute Gelegenheit, um die Geistlichen im Tempel aufzusuchen, wenn ihr krank oder vergiftet seid.[/record]
die letzte Chance, meine Krätze im Tempel kostenlos geheilt zu bekommen. Bis zum nächsten Jahr.[/record]
die perfekte Gelegenheit, Eure Krankheiten im Tempel umsonst geheilt zu bekommen.[/record]
wenn jedermann seine eigene Beschränktheit erkennen sollte.[/end]"
8531,"wenn der Kaiser vermutlich eine weitere Steuererhöhung ankündigen wird.[/record]
wenn die Tempel Segnungen zum halben Preis anbietet.[/record]
wenn die Herolde des Kaisers ganz Tamriel durchstreifen, um neue Steuern anzukündigen.[/record]
eine gute Gelegenheit, den Tempel zu besuchen. Segnungen zum halben Preis, wenn Euch die Lippenbekenntnisse nicht stören.[/record]
wenn die erforderlichen Spenden für Tempelsegnungen nur die Hälfte des üblichen Preises kosten.[/end]"
8532,"wenn in %cn jeder für die besten Schnäppchen des Jahres einkaufen geht.[/record]
die beste Gelegenheit, um all die Ausrüstung und Vorräte zu kaufen, die die ihr gebrauchen könntet.[/record]
wenn Versorgungsgüter auf Anordnung der Gilde überall in Tamriel nur den halben Preis kosten.[/record]
der geschäftigste Einkaufstag des Jahres, mit nichts vergleichbar.[/record]
ein Tag an dem es sich lohnt, alles Geld auszugeben, das ihr gespart habt. Glaubt mir.[/end]"
8533,"wenn alle Läden in %cn, vielleicht in ganz Tamriel, geschlossen haben.[/record]
ein erinnerungswürdiger Tag, weil Ihr gar nichts einkaufen könnt.[/record]
wenn jeder den Verstand verliert, weil kein Laden in in %cn geöffnet hat.[/record]
wenn die Leute eine Landpartie machen müssen, wenn sie etwas kaufen wollen.[/record]
Der Tag, an dem das Händlerviertel von %cn vollkommen verödet ist.[/end]"
8534,"wenn ein jeder in %cn, selbst Leute ohne Geld, die Tavernen für wahre Speise-Orgien aufsuchen.[/record]
der Tag, an dem in ganz Tamriel Völlerei getrieben wird.[/record]
eine vorzügliche Gelegenheit, in jeder Taverne von %cn umsonst die Getränke zu probieren![/record]
wenn Speis und Trank in so gut wie jedem Gasthaus umsonst sind.[/record]
das Speisefest, dass eine erfolgreiche Ernte feiert, selbst wenn sie gar nicht erfolgreich war.[/end]"
8535,"wenn magische Gegenstände in der Magiergilde nur halb so viel kosten.[/record]
der Tag, an dem die Tempel in %cn für die Öffentlichkeit geschlossen bleiben, damit die Geistlichen für die Toten beten können.[/record]
wenn die Untoten in den Straßen von %cn wandeln.[/record]
der beste Tag, um drüben in der Magiergilde einen billigen magischen Gegenstand mitzunehmen.[/record]
eine schlechte Zeit um krank zu werden, denn die Tempel in ganz Tamriel schließen für Gebete.[/end]"
8536,"der Tag, an dem die Tempel und die Magiergilde um Aufmerksamkeit ringen. Ratet mal, auf wessen Seite ich stehe.[/record]
wenn Ihr in der Magiergilde jeden Gegenstand umsonst auf mystisches Potential untersuchen lassen könnt.[/record]
wenn dieser Ort nur so von Magiern, Nachtklingen und Magierkriegern überquillt.[/record]
ein guter Tag, um in der Magiergilde einen billigen Zauber zu erstehen, wenn Ihr früh dorthin kommt.[/record]
wenn alle Tempel Tamriels die Nacht über geöffnet sind, um das Böse zu bekämpfen.[/end]"
8537,"wenn wir in der guten alten Zeit immer Paraden und Jagden abgehalten haben ...[/record]
der Tag, an dem die Aristokraten in %cn damals immer auf Goblinjagd zu Pferde gegangen sind.[/record]
nicht der echte Geburtstag des Kaisers - das ist alles symbolisch.[/record]
wenn jedermann in den Tavernen feiert.[/record]
zu Ehren von des Kaisers sonundsovierzigstem Jahr in Tamriel.[/end]"
8538,"eine gute Gelegenheit, um ein Schwert oder sonst etwas billiges in den Ausrüstungsläden mitzunehmen.[/record]
wenn alle Waffen in den Ausrüstungsläden nur die Hälfte kosten.[/record]
der Tag, wenn die Krieger von %cn ihren Feuereifer auf die Probe stellen. Leider in den Straßen.[/record]
eine wirklich barbarische Zelebrierung von Kriegstreiberei.[/record]
die perfekte Gelegenheit, eine Waffe zu kaufen, die Ihr Euch sonst nicht leisten könnt.[/end]"
8539,"der heiligste Tag des Jahres, meiner Meinung nach.[/record]
wenn Ihr im Tempel zum halben Preis gesegnet, kuriert und geheilt werden könnt.[/record]
ein Tag der Danksagung.[/record]
wenn der Tempel für einen seiner Dienste nur um die Hälfte der üblichen Spende bittet.[/record]
eine gute Gelegenheit, sich im Tempel für eine vertretbare Spende wieder zusammensetzen zu lassen.[/end]"
8540,"wenn wir uns alle für die echte Feier vorbereiten - das Neujahrsfest am nächsten Tag.[/record]
der Tag, an dem wir um Vergebung für alte Sünden bitten, bevor wir neue begehen.[/record]
ein Tag der Einkehr vor dem Neujahrsfest, das eine einzige große Feier wird.[/record]
eine gute Gelegenheit, einen Tempel Eurer Wahl zu besuchen.[/record]
wenn selbst die unbeliebten Tempel in %cn voller Leute sind.[/end]"
8550,"Ja, %hnr. %fpc, zu Euren Diensten.[/center]
[/record]
Ich bin ein treues Mitglied meiner Gilde - %fpc, um genau zu sein.[/center]
Was ist Euer Begehr, %hnr?[/center]
[/record]
Wir stehen zu Eurer Verfügung, %hnr.[/center]
[/record]
Ich bin immer froh zu helfen.[/center]
[/end]"
8551,"Ist immer gut, ein anderes Mitglied dieser Gilde zu sprechen.[/center]
[/record]
Ihr seid ein Mitglied dieser Gilde? Dachte ich mir schon. Ich helfe gerne.[/center]
[/record]
Mitglieder unserer Gilde müssen untereinander zusammenhalten.[/center]
[/record]
Was kann ich für Euch tun?[/center]
[/end]"
8552,"Ich habe von Euch gehört, %pcn. Auch %fnpc,[/center]
wie man mir gesagt hat. Es ist eine Schande, mit Euch[/center]
gesehen zu werden[/center]
[/record]
Es interessiert mich nicht, ob Ihr auch in der Gilde seid.[/center]
Ich werde solchen wie Euch nicht helfen.[/center]
[/record]
Nur weil Ihr auch dazugehört heißt das nicht, [/center]
dass ich Euch helfen muss.[/center]
[/record]
Dafür habe ich keine Zeit. Ich werde anderswo gebraucht.[/center]
[/end]"
8553,"Ihr seid ein ehrenwertes Mitglied, ich bin froh Euch zu helfen.[/center]
[/record]
Ja, %hnr. Ich bin dankbar für die Gelegenheit, Euch zu helfen.[/center]
[/record]
%fnpc und %fpc sind ein und derselbe, %hnr. Was braucht Ihr?[/center]
[/end]"
8554,"Wir sind immer gerne bereit, Euren Mitgliedern zu helfen. Wir gehören schließlich beide zu %fpa.[/center]
[/record]
Ich bin in der einen Organisation, Ihr in der anderen, und beide gehören wir zu %fpa.[/center]
[/record]
Jeder im Gefolge von %fpa verdient meinen Beistand.[/center]
[/record]
Hallo.[/center]
[/end]"
8555,"Unsere Gilden mögen beide zu %fpa gehören,[/center]
aber das verpflichtet mich nicht, Euch zu helfen.[/center]
[/record]
Es interessiert mich nicht, dass wir beide %fpa[/center]
unterstehen, ich vertraue Euch nicht. Verschwindet.[/center]
[/record]
Nur weil wir beide unter %fpa stehen bedeutet[/center]
das nicht, dass ich Euch helfen muss.[/center]
[/record]
Haut ab und belästigt mich nicht.[/center]
[/end]"
8556,"Ich kenne Euch! Wir haben hier eine hohe Meinung von Euch.[/center]
[/record]
%fnpc bedeutet auch, dass es mir wohl ansteht, einem angesehenen Mitglied
Eurer Gilde behilflich zu sein.[/center]
[/record]
Ihr seid dieser %ra, über den jeder bei uns in der Gilde redet.[/center]
[/record]
Schöner Tag, nicht?[/center]
[/end]"
8557,"Unsere Gilden sind Verbündete. Selbstredend helfe ich Euch.[/center]
[/record]
%fpc? %fnpc hier![/center]
[/record]
%fpc? Ihr habt uns immer mit großem Respekt behandelt. Da helfe ich gerne.[/center]
[/record]
Und Ihr benötigt ...?[/center]
[/end]"
8558,"Ich weiß, dass unsere Gilden verbündet sind,[/center]
aber mir gefällt Euer Benehmen nicht.[/center]
[/record]
Unsere Fraktionen mögen verbündet sein, aber[/center]
ich habe von Euch gehört. Glaubt Ihr, deshalb[/center]
Anrecht auf meine Hilfe zu haben?[/center]
[/record]
%fpc? Die anderen Schlucker hier mögen was dafür,[/center]
übrig haben, aber ich nicht. Wendet Eure Fratze anderswohin.[/center]
[/record]
Ich habe wichtigeres zu tun, als hier herumzustehen[/center]
und Eure närrischen Fragen zu beantworten.[/center]
[/end]"
8559,"Nun ... unsere Organisationen sind verfeindet, aber Ihr seid hoch angesehen.[/center]
[/record]
%fpc? Mit denen schließen wir eigentlich keine Geschäfte ab, aber ich weiß, dass Ihr dort in hohem Ansehen steht.[/center]
[/record]
Dafür schuldet Ihr mir was. Ich kann Eure Organisation nicht ausstehen, aber Ich werde helfen.[/center]
[/record]
Ich helfe immer gerne.[/center]
[/end]"
8560,"Ihr habt mich überzeugt. Ich werde Euch helfen, selbst wenn ich Eure Gilde nicht mag.[/center]
[/record]
%fnpc gegen %fpc, natürlich sind wir[/center]
verfeindet - aber ich habe sie immer für anständig gehalten.[/center]
[/record]
%fnpc und %fpc stehen sich gegenüber,[/center]
aber die Höflichkeit gebietet, dass ich Euch helfe[/center]
[/record]
Was gibt es?[/center]
[/end]"
8561,"%fpc! Das ist Abschaum.[/center]
Niemand, der treu zu unserer Gilde[/center]
steht, würde Euresgleichen helfen.[/center]
[/record]
%fpc? Ich würde Euch nicht einmal helfen, die Straße zu überqueren.[/center]
[/record]
Wir hassen Eure Gilde. Verschwindet.[/center]
[/record]
Warum sollte ich? Nun tretet zur Seite.[/center]
[/end]"
8562,"%fe ist der gemeinsame Feind unserer Organsiationen. Wie kann ich Euch helfen?[/center]
[/record]
%fe? Für die hat unsere Gilde auch nur Verachtung übrig.[/center]
Selbstverständlich werde ich Euch helfen.[/center]
[/record]
Der Feind meines Feindes ist mein Freund.[/center]
[/record]
Hi.[/center]
[/end]"
8563,"%fe? Es interessiert mich nicht, dass wir einen[/center]
gemeinsamen Feind haben. Ich helfe Euch nicht.[/center]
[/record]
%fe? Unsere Organisation mag für die nichts[/center]
übrig haben, aber ich mag sie. Wenn Ihr sie verfolgt[/center]
werde ich Euch nicht helfen.[/center]
[/record]
%fe? Ja, hinter denen sind[/center]
unsere beiden Organisationen her.[/center]
Ich möchte nicht zwischen Hammer und [/center]
Amboss geraten. Ihr habt mich nie gesehen![/center]
[/record]
Idiot. Mir fehlt für Euresgleichen die Geduld.[/center]
[/end]"
8564,"Unsere Organisationen haben gemeinsame Freunde.[/center]
[/record]
%fpc? %fnpc, für meinen Teil. Wir sind beide mit derselben Organisation verbündet.[/center]
Aber ich helfe auch so immer gerne.[/center]
[/record]
%fpc und %fa? Unzertrennlich. Natürlich werde ich helfen.[/center]
[/record]
Ihr kommt mir bekannt vor. Was braucht Ihr?[/center]
[/end]"
8565,"%fpc, %fnpc und %fa[/center]
sind verbündet, aber[/center]
ich bin nicht Euer Freund.[/center]
[/record]
%fnpc und %fa sind verbündet - [/center]
ich aber nicht mit Euch. Jetzt wisst Ihr, warum[/center]
ich Euch nicht den ganzen Tag schenken kann.[/center]
[/record]
Wie ungelenk. Ich bin gelangweilt.[/center]
[/end]"
8566,"Ihr seid mit einer Organisation verbündet, die wir wirklich nicht ausstehen können -[/center]
aber ich glaube, ich kann Euch trotzdem helfen.[/center]
[/record]
Eure Organisation hat die falschen Freunde, aber bei Euch werde ich eine Ausnahme machen.[/center]
[/record]
Als treues Mitglied meiner Gilde sollte ich wirklich niemandem helfen,[/center]
dessen Organisation mit unseren Feinden verbündet ist. Aber Ihr habt mich überredet.[/center]
[/record]
Ihr wollt meine Hilfe, nehme ich an?[/center]
[/end]"
8567,"%fpc? Nein, die haben Verbündete, die[/center]
mit uns verfeindet sind. %fae.[/center]
Ich werde Euresgleichen nicht helfen.[/center][/center]
[/record]
Eure Freunde sind mir wirklich verhasst.[/center]
Schwirrt ab.[/center]
[/record]
%fpc und %fae? Die können es doch [/center]
gut miteinander. Aber ich kann letztere.[/center]
wirklich nicht ausstehen, also verschwindet hier.[/center]
[/record]
Ich könnte Euch nicht helfen, selbst[/center]
wenn ich wollen würde, was ich nicht will.[/center]
[/end]"
8568,"Sagt nur keinem von meinen Gildengefährten, dass ich Euch geholfen habe.[/center]
Ihr seid mit einer gewissen Fraktion verfeindet, während wir ihre Verbündeten sind.[/center]
[/record]
%fea? Wir liegen zwar gerade mit %fea im Bett, aber eigentlich habe ich[/center]
für sie nichts übrig. Ich werde Euch helfen, aber erzählt es nicht herum.[/center]
[/record]
Feinden unserer Freunde sollte ich wirklich nicht helfen. Aber in Eurem Fall [/center]
werde ich eine Ausnahme machen.[/center]
[/record]
Guten Tag.[/center]
[/end]"
8569,"%fnpc und %fea sind Verbündete - [/center]
%fpc aber nicht. Warum sollte ich Euch helfen?[/center]
[/record]
%fpc? Nein, denen helfe ich nicht.[/center]
Ihr liegt mit einer Organisation im Streit,[/center]
in der ich viele Freunde habe.[/center]
[/record]
%fea - da dient mein bester Freund. Eure Gilde[/center]
hat nur Hass für sie übrig, also geht mir aus den Augen![/center]
[/record]
Sogar Euer Atem stinkt. Haut ab![/center]
[/end]"
8570,"Sei gegrüßt, Fremder.[/record]
[/end]"
8571,"Warum sollte ich einem Fremden helfen,[/center]
noch dazu jemanden mit Eurem Ruf?[/center]
[/record]
Ich verachte Euresgleichen. Verschwindet einfach.[/record]
Ich habe von Euch gehört. Nichts Gutes natürlich. Verschwindet![/record]
Ich habe keine Zeit für Euren Schlag.[/record]
Ich? Euch helfen? Ha-ha-ha![/end]"
8600,Insert action type 11 here... (do not translate)[/end]
8604,"Eine vertraute Stimme lacht spöttisch:[/center]
""Ah, %pcn, Ihr seid schließlich doch noch[/center]
gekommen, um Euren Respekt zu erweisen?""[/center]
[/end]"
8605,"Hört mich an:[/center]
Der Blinde Gott ist ein neidischer Gott.[/center]
Lasst seine wahren Diener zu Ihm[/center]
aufblicken und der Weg wird offenbar.[/center]
Hört mich an![/center]
[/end]"
8607,"Ah, endlich! Ich hatte schon befürchtet, dass[/center]
Ihr es so weit schaffen würdet. Ein trostloser Ort,[/center]
meint Ihr nicht?  Bewacht von einem aufgeblasenen[/center]
Emporkömmling, der auch nicht mehr Gott ist als ich es bin. [/center]
Nun, lasst Euch nicht aufhalten. Falls Ihr nicht weniger tollkühn [/center]
seid als Ihr ausseht werden wir uns bald wiedersehen. [/center]
[/end]"
8609,"Hier ruht der Geist von Benefactor, dem Wohltäter,[/center]
dessen Körper noch immer den Weg bewacht.[/center]
[/end]"
8616,"Die Wache an der Tür sagt mit gelangweilter Stimme:[/center]
""Wer Geschäfte mit Königin Akorithi hat, möge[/center]
die Tür am Ende der Halle nehmen.""[/center]
[/end]"
8617,"Die Wache an der Tür sagt mit gelangweilter Stimme:[/center]
""Wer Geschäfte mit Königin Akorithi hat, möge[/center]
die Tür am Ende der Halle rechts nehmen.""[/center]
[/end]"
8690,"Spielhinweis![/center]
[/center]
Eine Rast ist der einfachste Weg, Eure verlorene Gesundheit[/center]
zurückzugewinnen. Das Spiel erlaubt Euch das nicht[/center]
nicht, wenn Monster in der Nähe sind. Tötet das[/center]
Monster hinter dieser Tür und das im nächsten Raum[/center]
weiter die Halle hinunter. Dann könnt Ihr rasten und[/center]
Eure verlorene Gesundheit zurückerlangen.[/center]
[/end]"
8691,"Spielhinweis![/center]
[/center]
Dieser Winkel ist ein guter Ort für eine Rast.[/center]
Kommt den Treppen nicht zu nahe oder Ihr[/center]
werdet ein Monster aufstören![/center]
[/end]"
8692,"Spielhinweis![/center]
[/center]
Falls Ihr Schwierigkeiten habt, auf die Plattform zu gelangen,[/center]
versucht mit der J-Taste [Standard] zu springen. Ihr müsst Euch[/center]
dabei nach vorne bewegen. Je schneller Ihr Euch bewegt,[/center]
desto weiter der Sprung.[/center]
[/end]"
8693,"Spielhinweis![/center]
[/center]
Ihr solltet Euch jetzt nach dem Ausgang umsehen.[/center]
Es ist ein hoher, schmaler Torbogen mit Treppen,[/center]
die ins Dunkel führen. Klickt darauf wenn Ihr ihn[/center]
seht, um das Verlies zu verlassen.[/center]
[/end]"
8700,"(Nur auf Anwender)[/left]
[/left] 
Clavicus Vile der Eitle schuf eine Maske,[/left]
die seiner eigenen Persönlichkeit entsprach.[/left]
Der Träger dieser Maske wird von den[/left]
Bewohnern Tamriels immer ausgesprochen[/left]
zuvorkommend behandelt werden. Je höher[/left]
seine Stellung, desto eher hat er einen Vorteil[/left]
davon. Die bekannteste Geschichte um die[/left]
Maske erzählt von Avalea, einer Adeligen[/left]
von einigem Ansehen. Als junges Mädchen[/left]
wurde sie von einem boshaften Diener[/left]
fürchterlich verunstaltet. Avalea schloss[/left]
einen dunklen Pakt mit Clavicus Vile und[/left]
erhielt im Austausch dafür die Maske.[/left]
Obwohl die Maske ihr Angesicht nicht[/left]
eigentlich veränderte, wurde sie dennoch[/left]
auf einmal von allen verehrt und respektiert.[/left]
Eineinhalb Jahre nach ihrer Vermählung mit[/left]
wohlbekannten Baron forderte Clavicus Vile[/left]
die Maske zurück. Obwohl sie das Kind des[/left]
Barons unter ihrem Herzen trug, wurde sie[/left]
aus seinem Haushalt verstoßen. Einundzwanzig[/left]
Jahre und einen Tag später erschlug Avaleas[/left]
den Baron und nahm so Rache für ihre Mutter.[/left]
[/left]
 Zauber: Keine[/left]
[/end]"
8701,"(1 Ziel, keine Wirkung bei Magieresistenz)[/left]
[/left]
Die Dunkle Bruderschaft hat diesen aus Ebenerz[/left]
gefertigten Dolch seit Generationen begehrt.[/left]
Dieses mythische Artefakt kann jede Kreatur[/left]
auf Anhieb töten. Opfer der Klinge müssen[/left]
magieresistent sein oder werden getötet.[/left]
Die Geschichte hat keine Träger von[/left]
Mehrunes’ Klinge verzeichnet. Allerdings[/left]
wurde die Dunkle Bruderschaft einst durch[/left]
einen fürchterlichen internen Machtkampf[/left]
dezimiert. Man vermutet, dass die Klinge[/left]
daran beteiligt war.[/left]
[/left]
Zauber: Keine[/left]
[/end]"
8702,"(1 Ziel, keine Wirkung bei Magieresistenz)[/left]
[/left]
Der auch als Keule des Vampirs bekannte[/left]
Streitkolben von Molag Bal entzieht seinem[/left]
Opfer die Spruchpunkte und überträgt sie auf[/left]
den Träger des Streitkolbens. Wenn das Opfer[/left]
keine Spruchpunkte hat, wird ihm die Stärke[/left]
entzogen. Den Streitkolben des Molag Bal zu[/left]
benutzen kann seinem Träger tatsächlich mehr[/left]
Spruchpunkte oder größere Stärke gewähren[/left]
als eine vollständige Rast. Diese Bonuspunkte[/left]
sind aber temporär. Molag Bal ging sehr[/left]
freizügig mit seinem Artefakt um. Es gibt über[/left]
den Streitkolben zahlreiche Legenden.[/left]
Besonders gern wurde sie offenbar zum[/left]
Verschwindenlassen von irren Zauberern[/left]
eingesetzt.[/left]
[/left]
Zauber: Keine[/left]
[/end]"
